roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-1467,Male,Group E,Some college,Free/reduced,Complete,94,17,39,53,203,C
std-1468,Male,Group E,High school,Standard,Complete,53,96,91,54,294,B
std-1469,Male,Group D,Associate's degree,Standard,Not complete,23,70,89,97,279,B
std-1470,Male,Group E,High school,Standard,Not complete,56,70,81,84,291,B
std-1471,Male,Group D,Bachelor's degree,Standard,Complete,40,69,84,61,254,B
std-1472,Male,Group E,Some college,Standard,Not complete,45,66,92,53,256,B
std-1473,Male,Group A,Some college,Standard,Not complete,52,90,69,96,307,B
std-1474,Male,Group C,Master's degree,Free/reduced,Not complete,100,90,68,77,335,A
std-1475,Male,Group D,High school,Standard,Not complete,73,88,68,91,320,A
std-1476,Male,Group E,Associate's degree,Standard,Not complete,44,93,73,27,237,C
std-1477,Male,Group C,High school,Standard,Complete,29,79,100,89,297,B
std-1478,Male,Group C,Some college,Standard,Complete,79,36,96,96,307,B
std-1479,Male,Group B,Bachelor's degree,Standard,Not complete,48,51,16,53,168,D
std-1480,Male,Group B,Associate's degree,Standard,Not complete,77,80,43,90,290,B
std-1481,Male,Group A,Some college,Free/reduced,Not complete,62,96,80,99,337,A
std-1482,Male,Group C,High school,Free/reduced,Complete,21,63,88,89,261,B
std-1483,Male,Group A,High school,Standard,Not complete,51,63,99,66,279,B
std-1484,Male,Group C,High school,Standard,Complete,100,87,57,92,336,A
std-1485,Male,Group B,Associate's degree,Standard,Not complete,59,72,87,42,260,B
std-1486,Male,Group C,Some college,Free/reduced,Not complete,78,82,38,86,284,B
std-1487,Male,Group B,Some college,Standard,Complete,25,77,23,72,197,D
std-1488,Male,Group B,High school,Standard,Not complete,58,80,82,74,294,B
std-1489,Male,Group A,High school,Free/reduced,Not complete,88,76,99,29,292,B
std-1490,Male,Group C,Some college,Free/reduced,Not complete,51,55,56,58,220,C
std-1491,Male,Group D,Associate's degree,Standard,Not complete,26,61,53,42,182,D
std-1492,Male,Group C,Some college,Standard,Complete,41,97,61,56,255,B
std-1493,Male,Group A,Bachelor's degree,Standard,Not complete,37,78,55,51,221,C
std-1494,Male,Group D,High school,Standard,Not complete,56,86,32,66,240,C
std-1495,Male,Group C,Bachelor's degree,Standard,Complete,86,73,55,75,289,B
std-1496,Male,Group C,Bachelor's degree,Free/reduced,Not complete,64,51,27,48,190,D
std-1497,Male,Group A,Bachelor's degree,Free/reduced,Not complete,61,88,50,85,284,B
std-1498,Male,Group B,Some college,Standard,Complete,59,85,83,51,278,B
std-1499,Male,Group C,High school,Standard,Not complete,11,100,58,51,220,C
std-1500,Male,Group A,High school,Free/reduced,Not complete,41,55,68,47,211,C
std-1501,Male,Group B,Associate's degree,Standard,Not complete,46,60,77,91,274,B
std-1502,Male,Group B,Associate's degree,Standard,Not complete,17,78,61,39,195,D
std-1503,Male,Group A,Some college,Free/reduced,Complete,28,100,88,55,271,B
std-1504,Male,Group B,Associate's degree,Free/reduced,Not complete,32,77,70,82,261,B
std-1505,Male,Group E,High school,Free/reduced,Complete,64,65,31,86,246,C
std-1506,Male,Group B,High school,Standard,Not complete,10,28,69,76,183,D
std-1507,Male,Group E,High school,Free/reduced,Not complete,44,100,28,60,232,C
std-1508,Male,Group D,High school,Free/reduced,Not complete,72,79,11,47,209,C
std-1509,Male,Group A,High school,Standard,Not complete,38,92,53,49,232,C
std-1510,Male,Group C,Some college,Standard,Not complete,14,77,95,70,256,B
std-1511,Male,Group D,High school,Free/reduced,Not complete,83,47,72,81,283,B
std-1512,Male,Group C,High school,Standard,Not complete,7,38,39,42,126,Fail
std-1513,Male,Group A,Some college,Free/reduced,Not complete,59,100,59,45,263,B
std-1514,Male,Group C,High school,Standard,Complete,49,100,59,70,278,B
std-1515,Male,Group E,High school,Free/reduced,Complete,80,95,89,35,299,B
std-1516,Male,Group B,High school,Free/reduced,Not complete,100,68,82,62,312,B
std-1517,Male,Group B,Master's degree,Standard,Complete,80,51,69,47,247,C
std-1518,Male,Group C,Bachelor's degree,Standard,Complete,39,52,43,56,190,D
std-1519,Male,Group A,Associate's degree,Standard,Not complete,56,62,79,73,270,B
std-1520,Male,Group A,High school,Standard,Not complete,75,75,89,62,301,B
std-1521,Male,Group E,Some college,Standard,Complete,100,99,37,58,294,B
std-1522,Male,Group C,Bachelor's degree,Standard,Complete,58,69,64,62,253,B
std-1523,Male,Group D,Some college,Standard,Not complete,39,17,55,83,194,D
std-1524,Male,Group B,Master's degree,Standard,Not complete,42,90,65,81,278,B
std-1525,Male,Group D,High school,Free/reduced,Not complete,78,71,63,87,299,B
std-1526,Male,Group B,Associate's degree,Standard,Not complete,90,58,60,58,266,B
std-1527,Male,Group D,Associate's degree,Standard,Not complete,48,59,64,34,205,C
std-1528,Male,Group C,Bachelor's degree,Free/reduced,Not complete,25,67,54,58,204,C
std-1529,Male,Group D,High school,Standard,Not complete,76,95,75,61,307,B
std-1530,Male,Group B,Associate's degree,Free/reduced,Not complete,32,100,77,100,309,B
std-1531,Male,Group D,Bachelor's degree,Standard,Not complete,18,55,70,51,194,D
std-1532,Male,Group C,High school,Free/reduced,Not complete,45,59,68,60,232,C
std-1533,Male,Group D,Associate's degree,Standard,Not complete,68,90,65,85,308,B
std-1534,Male,Group D,Some college,Free/reduced,Complete,69,84,25,72,250,B
std-1535,Male,Group B,Bachelor's degree,Standard,Not complete,15,74,59,30,178,D
std-1536,Male,Group B,Associate's degree,Standard,Complete,39,77,63,59,238,C
std-1537,Male,Group E,Bachelor's degree,Standard,Not complete,57,62,92,68,279,B
std-1538,Male,Group D,Master's degree,Standard,Complete,65,53,64,43,225,C
std-1539,Male,Group D,High school,Standard,Complete,44,18,51,41,154,D
std-1540,Male,Group D,High school,Standard,Complete,38,79,94,100,311,B
std-1541,Male,Group C,Master's degree,Free/reduced,Not complete,83,66,90,48,287,B
std-1542,Male,Group C,High school,Free/reduced,Not complete,63,53,70,88,274,B
std-1543,Male,Group D,High school,Standard,Not complete,52,100,85,98,335,A
std-1544,Male,Group E,Some college,Standard,Complete,37,74,67,63,241,C
std-1545,Male,Group D,High school,Free/reduced,Not complete,47,58,49,59,213,C
std-1546,Male,Group D,High school,Free/reduced,Not complete,15,57,65,44,181,D
std-1547,Male,Group C,Bachelor's degree,Standard,Not complete,65,18,56,80,219,C
std-1548,Male,Group C,Bachelor's degree,Free/reduced,Complete,69,61,33,51,214,C
std-1549,Male,Group D,Some college,Free/reduced,Complete,65,71,84,88,308,B
std-1550,Male,Group D,High school,Standard,Not complete,58,83,88,65,294,B
std-1551,Male,Group A,Some college,Free/reduced,Complete,24,63,50,92,229,C
std-1552,Male,Group C,High school,Standard,Not complete,73,88,95,100,356,A
std-1553,Male,Group C,Bachelor's degree,Standard,Not complete,58,89,39,54,240,C
std-1554,Male,Group A,Some college,Free/reduced,Not complete,55,100,59,44,258,B
std-1555,Male,Group E,Some college,Free/reduced,Complete,42,94,85,72,293,B
std-1556,Male,Group C,Some college,Standard,Complete,95,83,68,89,335,A
std-1557,Male,Group D,Some college,Standard,Not complete,38,61,57,50,206,C
std-1558,Male,Group C,Some college,Standard,Not complete,54,68,33,91,246,C
std-1559,Male,Group D,Bachelor's degree,Free/reduced,Complete,54,100,62,76,292,B
std-1560,Male,Group C,High school,Free/reduced,Complete,75,84,96,82,337,A
std-1561,Male,Group E,High school,Standard,Complete,59,83,89,71,302,B
std-1562,Male,Group D,Bachelor's degree,Standard,Not complete,67,60,38,73,238,C
std-1563,Male,Group B,Associate's degree,Standard,Not complete,60,65,50,93,268,B
std-1564,Male,Group D,Some college,Free/reduced,Not complete,31,66,66,65,228,C
std-1565,Male,Group E,Master's degree,Standard,Not complete,60,49,73,63,245,C
std-1566,Male,Group C,Some college,Standard,Complete,71,85,54,48,258,B
std-1567,Male,Group E,High school,Standard,Not complete,38,95,52,55,240,C
std-1568,Male,Group C,Associate's degree,Standard,Not complete,65,66,64,100,295,B
std-1569,Male,Group D,Master's degree,Standard,Not complete,65,65,68,77,275,B
std-1570,Male,Group D,Master's degree,Standard,Complete,18,97,64,58,237,C
std-1571,Male,Group C,High school,Free/reduced,Not complete,60,68,84,43,255,B
std-1572,Male,Group E,High school,Free/reduced,Not complete,44,82,77,89,292,B
std-1573,Male,Group C,Associate's degree,Standard,Complete,27,96,89,45,257,B
std-1574,Male,Group B,Master's degree,Standard,Complete,25,43,58,34,160,D
std-1575,Male,Group D,High school,Standard,Not complete,30,57,71,81,239,C
std-1576,Male,Group E,High school,Standard,Not complete,47,60,67,78,252,B
std-1577,Male,Group D,Associate's degree,Standard,Complete,62,81,95,60,298,B
std-1578,Male,Group B,Some college,Free/reduced,Not complete,53,72,73,84,282,B
std-1579,Male,Group B,High school,Free/reduced,Not complete,65,100,61,79,305,B
std-1580,Male,Group C,Associate's degree,Free/reduced,Complete,42,100,49,41,232,C
std-1581,Male,Group B,Bachelor's degree,Standard,Not complete,76,43,94,55,268,B
std-1582,Male,Group D,Some college,Free/reduced,Not complete,27,61,24,100,212,C
std-1583,Male,Group B,Bachelor's degree,Standard,Not complete,41,63,39,38,181,D
std-1584,Male,Group E,Master's degree,Standard,Not complete,25,98,50,41,214,C
std-1585,Male,Group C,Master's degree,Free/reduced,Not complete,26,71,56,29,182,D
std-1586,Male,Group E,High school,Standard,Not complete,97,83,66,100,346,A
std-1587,Male,Group E,High school,Free/reduced,Complete,63,80,52,72,267,B
std-1588,Male,Group D,Some college,Standard,Not complete,70,60,83,30,243,C
std-1589,Male,Group B,Master's degree,Standard,Not complete,35,75,63,69,242,C
std-1590,Male,Group D,High school,Free/reduced,Complete,48,64,61,53,226,C
std-1591,Male,Group D,Master's degree,Standard,Not complete,10,100,73,41,224,C
std-1592,Male,Group D,Some college,Free/reduced,Complete,27,88,94,48,257,B
std-1593,Male,Group E,High school,Free/reduced,Not complete,85,66,45,49,245,C
std-1594,Male,Group B,High school,Standard,Not complete,87,47,34,38,206,C
std-1595,Male,Group C,Associate's degree,Standard,Not complete,52,74,43,53,222,C
std-1596,Male,Group C,Some college,Standard,Not complete,55,79,60,59,253,B
std-1597,Male,Group C,Associate's degree,Standard,Complete,22,45,57,62,186,D
std-1598,Male,Group C,Associate's degree,Standard,Not complete,88,61,53,61,263,B
std-1599,Male,Group D,High school,Free/reduced,Not complete,31,62,54,36,183,D
std-1600,Male,Group B,Bachelor's degree,Standard,Not complete,63,74,66,85,288,B
std-1601,Male,Group D,Bachelor's degree,Standard,Complete,42,65,71,100,278,B
std-1602,Male,Group D,High school,Free/reduced,Not complete,45,100,88,87,320,A
std-1603,Male,Group C,High school,Standard,Not complete,69,58,30,84,241,C
std-1604,Male,Group C,Associate's degree,Free/reduced,Not complete,16,77,90,47,230,C
std-1605,Male,Group E,Master's degree,Standard,Complete,32,88,79,75,274,B
std-1606,Male,Group E,Some college,Free/reduced,Complete,91,95,69,39,294,B
std-1607,Male,Group E,Associate's degree,Standard,Not complete,40,53,59,66,218,C
std-1608,Male,Group C,High school,Standard,Complete,51,87,80,57,275,B
std-1609,Male,Group C,Associate's degree,Standard,Complete,31,100,48,62,241,C
std-1610,Male,Group E,Some college,Standard,Not complete,22,17,63,70,172,D
std-1611,Male,Group B,Associate's degree,Standard,Not complete,78,78,54,86,296,B
std-1612,Male,Group D,High school,Free/reduced,Not complete,36,29,62,14,141,Fail
std-1613,Male,Group A,Associate's degree,Standard,Complete,84,70,49,80,283,B
std-1614,Male,Group C,Associate's degree,Standard,Complete,91,100,58,24,273,B
std-1615,Male,Group E,Associate's degree,Free/reduced,Not complete,35,62,62,18,177,D
std-1616,Male,Group E,High school,Free/reduced,Not complete,48,77,58,50,233,C
std-1617,Male,Group B,Bachelor's degree,Standard,Not complete,54,61,74,71,260,B
std-1618,Male,Group D,Associate's degree,Free/reduced,Not complete,23,72,84,100,279,B
std-1619,Male,Group E,Bachelor's degree,Free/reduced,Not complete,23,66,85,55,229,C
std-1620,Male,Group B,Some college,Free/reduced,Not complete,100,58,38,78,274,B
std-1621,Male,Group C,Associate's degree,Standard,Complete,68,95,69,30,262,B
std-1622,Male,Group A,Some college,Free/reduced,Not complete,68,74,32,68,242,C
std-1623,Male,Group D,Associate's degree,Standard,Not complete,45,79,81,31,236,C
std-1624,Male,Group B,Bachelor's degree,Standard,Not complete,78,32,60,53,223,C
std-1625,Male,Group B,Bachelor's degree,Standard,Complete,43,65,27,91,226,C
std-1626,Male,Group E,Bachelor's degree,Standard,Complete,58,26,52,90,226,C
std-1627,Male,Group B,Associate's degree,Free/reduced,Not complete,85,75,78,72,310,B
std-1628,Male,Group E,High school,Standard,Complete,73,57,10,63,203,C
std-1629,Male,Group C,High school,Standard,Not complete,59,88,64,61,272,B
std-1630,Male,Group B,High school,Standard,Not complete,93,44,100,65,302,B
std-1631,Male,Group B,Associate's degree,Standard,Not complete,84,51,81,43,259,B
std-1632,Male,Group D,High school,Standard,Not complete,72,59,76,34,241,C
std-1633,Male,Group D,High school,Standard,Complete,39,73,49,99,260,B
std-1634,Male,Group A,Some college,Standard,Complete,86,60,80,76,302,B
std-1635,Male,Group C,High school,Free/reduced,Not complete,67,63,72,42,244,C
std-1636,Male,Group B,Bachelor's degree,Free/reduced,Complete,53,69,71,65,258,B
std-1637,Male,Group E,Some college,Standard,Complete,26,58,55,100,239,C
std-1638,Male,Group B,High school,Standard,Not complete,33,57,33,74,197,D
std-1639,Male,Group E,Some college,Free/reduced,Not complete,18,100,75,51,244,C
std-1640,Male,Group A,High school,Standard,Not complete,35,79,98,100,312,B
std-1641,Male,Group C,Bachelor's degree,Standard,Not complete,78,81,78,59,296,B
std-1642,Male,Group A,Some college,Standard,Not complete,38,73,32,73,216,C
std-1643,Male,Group B,High school,Free/reduced,Complete,72,100,65,77,314,B
std-1644,Male,Group D,Some college,Free/reduced,Complete,43,82,72,64,261,B
std-1645,Male,Group C,Bachelor's degree,Free/reduced,Complete,73,58,64,33,228,C
std-1646,Male,Group B,Some college,Standard,Complete,82,97,46,63,288,B
std-1647,Male,Group D,Some college,Standard,Complete,60,71,60,87,278,B
std-1648,Male,Group E,High school,Free/reduced,Not complete,29,90,58,93,270,B
std-1649,Male,Group C,Bachelor's degree,Free/reduced,Not complete,20,86,100,88,294,B
std-1650,Male,Group C,Bachelor's degree,Standard,Not complete,67,65,88,55,275,B
std-1651,Male,Group D,Bachelor's degree,Standard,Not complete,34,54,41,65,194,D
std-1652,Male,Group E,High school,Standard,Not complete,27,81,45,21,174,D
std-1653,Male,Group E,Some college,Free/reduced,Not complete,19,18,62,78,177,D
std-1654,Male,Group D,Bachelor's degree,Standard,Complete,29,97,54,59,239,C
std-1655,Male,Group B,Some college,Standard,Not complete,100,81,82,83,346,A
std-1656,Male,Group E,Associate's degree,Free/reduced,Not complete,62,94,91,58,305,B
std-1657,Male,Group E,Some college,Free/reduced,Complete,31,66,81,46,224,C
std-1658,Male,Group C,Master's degree,Standard,Not complete,37,74,64,29,204,C
std-1659,Male,Group D,Some college,Free/reduced,Complete,47,37,63,88,235,C
std-1660,Male,Group B,Bachelor's degree,Free/reduced,Complete,47,85,54,57,243,C
std-1661,Male,Group D,Bachelor's degree,Standard,Not complete,55,94,87,38,274,B
std-1662,Male,Group C,Some college,Standard,Complete,100,72,82,60,314,B
std-1663,Male,Group B,Bachelor's degree,Standard,Not complete,12,65,63,50,190,D
std-1664,Male,Group B,Associate's degree,Free/reduced,Not complete,55,100,41,70,266,B
std-1665,Male,Group D,Bachelor's degree,Free/reduced,Not complete,74,19,54,57,204,C
std-1666,Male,Group C,Associate's degree,Standard,Not complete,63,89,65,54,271,B
std-1667,Male,Group C,Associate's degree,Free/reduced,Not complete,53,89,100,51,293,B
std-1668,Male,Group C,High school,Standard,Not complete,86,49,50,54,239,C
std-1669,Male,Group C,Bachelor's degree,Free/reduced,Not complete,33,43,70,9,155,D
std-1670,Male,Group B,Some college,Standard,Not complete,23,79,30,97,229,C
std-1671,Male,Group B,Master's degree,Free/reduced,Not complete,97,100,57,39,293,B
std-1672,Male,Group D,Master's degree,Free/reduced,Not complete,27,23,86,73,209,C
std-1673,Male,Group B,Associate's degree,Standard,Not complete,22,87,55,72,236,C
std-1674,Male,Group B,Associate's degree,Standard,Not complete,37,93,45,40,215,C
std-1675,Male,Group B,High school,Free/reduced,Not complete,45,56,88,74,263,B
std-1676,Male,Group C,Some college,Standard,Complete,85,78,90,62,315,B
std-1677,Male,Group C,High school,Standard,Complete,54,89,40,87,270,B
std-1678,Male,Group C,Associate's degree,Standard,Complete,36,69,100,49,254,B
std-1679,Male,Group C,High school,Free/reduced,Not complete,25,83,65,25,198,D
std-1680,Male,Group D,Some college,Standard,Complete,42,43,83,41,209,C
std-1681,Male,Group D,Bachelor's degree,Standard,Not complete,65,100,100,81,346,A
std-1682,Male,Group C,Some college,Standard,Not complete,25,76,100,87,288,B
std-1683,Male,Group C,High school,Standard,Not complete,82,87,83,34,286,B
std-1684,Male,Group B,Master's degree,Standard,Not complete,72,17,69,66,224,C
std-1685,Male,Group D,Associate's degree,Free/reduced,Not complete,39,67,75,84,265,B
std-1686,Male,Group C,Associate's degree,Standard,Not complete,58,83,76,83,300,B
std-1687,Male,Group B,High school,Free/reduced,Complete,25,43,63,9,140,Fail
std-1688,Male,Group B,Associate's degree,Free/reduced,Not complete,89,55,74,60,278,B
std-1689,Male,Group C,Some college,Standard,Complete,95,60,89,92,336,A
std-1690,Male,Group C,Associate's degree,Standard,Not complete,64,51,63,63,241,C
std-1691,Male,Group D,High school,Free/reduced,Complete,18,39,86,74,217,C
std-1692,Male,Group D,High school,Free/reduced,Complete,57,78,73,100,308,B
std-1693,Male,Group D,High school,Free/reduced,Not complete,33,87,88,73,281,B
std-1694,Male,Group A,Some college,Free/reduced,Not complete,41,90,46,37,214,C
std-1695,Male,Group E,Bachelor's degree,Standard,Not complete,16,42,30,90,178,D
std-1696,Male,Group C,Bachelor's degree,Free/reduced,Complete,65,71,28,54,218,C
std-1697,Male,Group D,High school,Standard,Not complete,36,62,69,65,232,C
std-1698,Male,Group B,Associate's degree,Free/reduced,Not complete,29,86,100,58,273,B
std-1699,Male,Group D,Master's degree,Standard,Complete,29,68,79,83,259,B
std-1700,Male,Group E,Bachelor's degree,Standard,Not complete,73,80,63,63,279,B
std-1701,Male,Group B,High school,Free/reduced,Not complete,48,60,63,79,250,B
std-1702,Male,Group E,Master's degree,Free/reduced,Not complete,42,69,77,62,250,B
std-1703,Male,Group B,Bachelor's degree,Standard,Complete,81,93,98,71,343,A
std-1704,Male,Group B,Some college,Standard,Not complete,83,70,53,69,275,B
std-1705,Male,Group B,Some college,Standard,Not complete,79,57,48,57,241,C
std-1706,Male,Group C,Some college,Standard,Not complete,80,79,73,60,292,B
std-1707,Male,Group B,High school,Free/reduced,Not complete,38,71,92,71,272,B
std-1708,Male,Group D,Associate's degree,Standard,Complete,34,96,66,48,244,C
std-1709,Male,Group E,Some college,Standard,Not complete,66,70,65,81,282,B
std-1710,Male,Group C,Bachelor's degree,Standard,Complete,63,59,67,50,239,C
std-1711,Male,Group C,Master's degree,Standard,Complete,38,90,76,53,257,B
std-1712,Male,Group C,Some college,Standard,Not complete,64,100,94,61,319,B
std-1713,Male,Group B,Some college,Standard,Complete,35,90,53,39,217,C
std-1714,Male,Group C,Some college,Standard,Complete,53,78,47,57,235,C
std-1715,Male,Group D,High school,Standard,Complete,60,17,78,74,229,C
std-1716,Male,Group C,High school,Standard,Not complete,10,82,70,78,240,C
std-1717,Male,Group A,Bachelor's degree,Standard,Not complete,60,59,55,63,237,C
std-1718,Male,Group D,High school,Free/reduced,Complete,11,100,50,67,228,C
std-1719,Male,Group C,High school,Standard,Not complete,60,78,57,71,266,B
std-1720,Male,Group A,High school,Standard,Complete,83,77,71,84,315,B
std-1721,Male,Group C,High school,Free/reduced,Not complete,21,95,84,93,293,B
std-1722,Male,Group A,Some college,Standard,Complete,37,76,77,100,290,B
std-1723,Male,Group C,Associate's degree,Standard,Complete,86,78,49,88,301,B
std-1724,Male,Group D,Some college,Standard,Not complete,27,100,75,24,226,C
std-1725,Male,Group C,High school,Free/reduced,Not complete,56,87,85,79,307,B
std-1726,Male,Group C,Master's degree,Standard,Not complete,14,99,100,52,265,B
std-1727,Male,Group A,High school,Free/reduced,Not complete,39,82,50,45,216,C
std-1728,Male,Group E,Bachelor's degree,Standard,Complete,58,74,74,47,253,B
std-1729,Male,Group C,Some college,Free/reduced,Not complete,0,71,91,62,224,C
std-1730,Male,Group C,Some college,Free/reduced,Not complete,61,93,56,69,279,B
std-1731,Male,Group C,Master's degree,Free/reduced,Complete,76,87,79,75,317,B
std-1732,Male,Group D,Master's degree,Standard,Not complete,49,81,43,38,211,C
std-1733,Male,Group B,Some college,Free/reduced,Complete,74,41,66,84,265,B
std-1734,Male,Group C,High school,Standard,Not complete,52,66,78,50,246,C
std-1735,Male,Group C,Some college,Standard,Not complete,29,68,55,94,246,C
std-1736,Male,Group D,High school,Standard,Not complete,63,87,60,82,292,B
std-1737,Male,Group E,Associate's degree,Free/reduced,Not complete,85,66,53,100,304,B
std-1738,Male,Group E,Bachelor's degree,Free/reduced,Not complete,58,76,52,87,273,B
std-1739,Male,Group A,High school,Standard,Complete,60,60,82,46,248,C
std-1740,Male,Group B,Associate's degree,Free/reduced,Not complete,27,67,57,56,207,C
std-1741,Male,Group B,Some college,Free/reduced,Complete,63,61,41,50,215,C
std-1742,Male,Group B,High school,Free/reduced,Not complete,18,17,75,35,145,Fail
std-1743,Male,Group C,Bachelor's degree,Standard,Complete,66,48,50,38,202,C
std-1744,Male,Group E,Some college,Free/reduced,Not complete,48,59,77,45,229,C
std-1745,Male,Group A,Associate's degree,Standard,Not complete,38,66,43,42,189,D
std-1746,Male,Group B,Associate's degree,Free/reduced,Not complete,17,54,98,97,266,B
std-1747,Male,Group D,Associate's degree,Standard,Not complete,72,80,72,84,308,B
std-1748,Male,Group C,Associate's degree,Standard,Complete,54,55,67,74,250,B
std-1749,Male,Group B,Some college,Free/reduced,Not complete,94,74,58,57,283,B
std-1750,Male,Group B,Bachelor's degree,Standard,Complete,30,65,84,63,242,C
std-1751,Male,Group E,Some college,Standard,Not complete,70,78,62,100,310,B
std-1752,Male,Group A,High school,Free/reduced,Complete,23,45,69,52,189,D
std-1753,Male,Group D,Bachelor's degree,Free/reduced,Not complete,25,50,48,79,202,C
std-1754,Male,Group B,Associate's degree,Free/reduced,Complete,67,42,49,44,202,C
std-1755,Male,Group B,High school,Free/reduced,Complete,90,75,36,80,281,B
std-1756,Male,Group C,Some college,Standard,Complete,63,72,54,92,281,B
std-1757,Male,Group A,High school,Standard,Not complete,50,52,52,78,232,C
std-1758,Male,Group D,High school,Standard,Not complete,21,92,98,100,311,B
std-1759,Male,Group D,Master's degree,Standard,Complete,38,84,84,91,297,B
std-1760,Male,Group C,Some college,Free/reduced,Complete,30,78,65,82,255,B
std-1761,Male,Group C,Associate's degree,Standard,Complete,83,69,81,90,323,A
std-1762,Male,Group B,Master's degree,Free/reduced,Not complete,51,75,52,83,261,B
std-1763,Male,Group C,Bachelor's degree,Standard,Complete,57,76,80,55,268,B
std-1764,Male,Group E,High school,Free/reduced,Complete,61,100,100,80,341,A
std-1765,Male,Group C,Some college,Free/reduced,Not complete,84,23,45,88,240,C
std-1766,Male,Group D,Some college,Standard,Complete,31,100,67,85,283,B
std-1767,Male,Group E,High school,Free/reduced,Complete,41,96,35,41,213,C
std-1768,Male,Group C,Bachelor's degree,Standard,Not complete,60,80,58,76,274,B
std-1769,Male,Group D,Master's degree,Standard,Not complete,13,82,84,42,221,C
std-1770,Male,Group D,High school,Standard,Not complete,61,71,62,92,286,B
std-1771,Male,Group D,High school,Free/reduced,Not complete,64,100,49,74,287,B
std-1772,Male,Group D,High school,Standard,Not complete,64,94,66,50,274,B
std-1773,Male,Group B,Master's degree,Free/reduced,Not complete,87,59,85,65,296,B
std-1774,Male,Group B,Associate's degree,Free/reduced,Not complete,65,76,73,57,271,B
std-1775,Male,Group E,Associate's degree,Standard,Not complete,56,100,60,68,284,B
std-1776,Male,Group C,Some college,Free/reduced,Complete,37,71,73,34,215,C
std-1777,Male,Group C,High school,Standard,Complete,88,82,65,51,286,B
std-1778,Male,Group B,Master's degree,Standard,Complete,72,45,71,41,229,C
std-1779,Male,Group C,Some college,Standard,Not complete,33,51,72,76,232,C
std-1780,Male,Group D,Some college,Free/reduced,Complete,14,57,58,88,217,C
std-1781,Male,Group E,Some college,Standard,Complete,30,65,96,59,250,B
std-1782,Male,Group A,Some college,Free/reduced,Not complete,69,100,92,83,344,A
std-1783,Male,Group C,Some college,Standard,Not complete,100,61,60,48,269,B
std-1784,Male,Group C,Bachelor's degree,Standard,Not complete,62,76,93,75,306,B
std-1785,Male,Group B,Bachelor's degree,Free/reduced,Complete,39,89,77,26,231,C
std-1786,Male,Group D,High school,Free/reduced,Not complete,37,89,69,41,236,C
std-1787,Male,Group B,High school,Free/reduced,Not complete,58,100,57,66,281,B
std-1788,Male,Group C,High school,Standard,Not complete,39,64,74,72,249,C
std-1789,Male,Group A,High school,Free/reduced,Complete,80,50,58,59,247,C
std-1790,Male,Group D,Some college,Free/reduced,Not complete,70,59,45,89,263,B
std-1791,Male,Group C,Bachelor's degree,Free/reduced,Not complete,44,71,43,56,214,C
std-1792,Male,Group E,High school,Free/reduced,Not complete,20,53,59,70,202,C
std-1793,Male,Group D,Some college,Standard,Not complete,41,80,42,73,236,C
std-1794,Male,Group D,Bachelor's degree,Standard,Not complete,22,82,95,52,251,B
std-1795,Male,Group B,High school,Standard,Not complete,66,100,72,84,322,A
std-1796,Male,Group B,Bachelor's degree,Standard,Complete,28,63,53,100,244,C
std-1797,Male,Group C,Master's degree,Standard,Not complete,90,76,83,49,298,B
std-1798,Male,Group B,Some college,Standard,Not complete,81,82,73,47,283,B
std-1799,Male,Group C,High school,Free/reduced,Complete,33,96,84,68,281,B
std-1800,Male,Group C,Some college,Standard,Complete,23,63,88,62,236,C
std-1801,Male,Group D,Master's degree,Standard,Complete,56,47,88,51,242,C
std-1802,Male,Group A,Associate's degree,Standard,Complete,17,60,71,56,204,C
std-1803,Male,Group C,Some college,Free/reduced,Not complete,38,100,98,77,313,B
std-1804,Male,Group E,High school,Standard,Not complete,58,65,62,47,232,C
std-1805,Male,Group C,High school,Free/reduced,Complete,37,81,49,89,256,B
std-1806,Male,Group C,Associate's degree,Standard,Complete,94,35,64,61,254,B
std-1807,Male,Group C,High school,Free/reduced,Not complete,45,53,65,30,193,D
std-1808,Male,Group D,Some college,Standard,Not complete,26,65,71,44,206,C
std-1809,Male,Group B,Bachelor's degree,Free/reduced,Complete,38,46,62,70,216,C
std-1810,Male,Group B,High school,Standard,Not complete,30,88,25,72,215,C
std-1811,Male,Group E,Bachelor's degree,Free/reduced,Not complete,44,100,56,97,297,B
std-1812,Male,Group B,Bachelor's degree,Free/reduced,Not complete,18,70,51,73,212,C
std-1813,Male,Group E,Associate's degree,Standard,Not complete,28,69,64,51,212,C
std-1814,Male,Group B,High school,Standard,Complete,42,74,71,49,236,C
std-1815,Male,Group A,High school,Standard,Complete,57,64,97,62,280,B
std-1816,Male,Group D,Some college,Standard,Not complete,79,94,74,60,307,B
std-1817,Male,Group B,Master's degree,Standard,Complete,66,68,30,37,201,C
std-1818,Male,Group D,High school,Free/reduced,Not complete,78,89,40,76,283,B
std-1819,Male,Group D,Some college,Free/reduced,Not complete,25,100,27,100,252,B
std-1820,Male,Group B,Associate's degree,Free/reduced,Not complete,22,85,88,78,273,B
std-1821,Male,Group B,Some college,Standard,Not complete,45,94,100,91,330,A
std-1822,Male,Group B,Bachelor's degree,Free/reduced,Not complete,55,45,88,92,280,B
